scorer,,,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc
labeled-data,video1,292.jpg,283.978,1115.2535,411.9596,1190.51,619.7819,1096.4245,216.7261,946.7568,400.7603,881.3737,667.9453,855.9935,561.5154,1010.3018,331.0804,1010.4806,,
labeled-data,video1,293.jpg,,,209.1992,972.0435,413.2529,992.3078,98.4133,707.3961,258.1645,594.2187,504.0782,750.3257,395.7723,828.2712,170.8397,761.5448,,
labeled-data,video1,294.jpg,,,693.9733,926.5487,572.3606,787.4887,539.863,1172.0107,290.1717,1033.3264,327.8713,804.3914,432.536,848.1385,533.7951,1065.2212,,
labeled-data,video1,295.jpg,1071.7084,1061.9296,969.3478,911.9485,706.0256,859.2702,937.779,1171.4637,806.2234,1201.4826,629.0407,1085.5556,720.4156,978.8452,942.6301,1092.7476,,
labeled-data,video1,296.jpg,1112.0119,1050.8952,,,701.8296,865.091,1097.172,1084.4622,904.144,1222.9851,736.8759,1177.3276,784.2903,1058.6808,976.3858,1003.2482,,
labeled-data,video1,297.jpg,1126.2586,881.6868,,,791.5299,913.3671,1133.8993,1046.0614,902.3326,1220.6924,859.4772,1213.5634,847.5066,1097.334,978.5906,980.0946,,
labeled-data,video1,298.jpg,1216.941,860.0135,1176.69,964.7962,,,1212.5437,909.6345,1117.4242,1054.574,1026.4007,1142.1384,948.622,1003.4322,1099.7736,837.247,,
labeled-data,video1,299.jpg,1077.8149,498.2505,833.5146,699.8154,905.157,821.5155,1197.4258,616.795,1218.4653,793.6227,1015.7615,1000.454,968.2228,852.0718,1076.1041,663.3188,,
labeled-data,video1,300.jpg,864.348,217.5566,783.9147,390.4697,824.7126,579.0717,1071.5104,250.879,1118.0873,328.6633,1097.3162,553.898,975.6553,520.5574,941.6425,284.1117,,
labeled-data,video1,301.jpg,864.0427,133.3819,722.6533,343.6305,824.6976,569.0889,948.9692,192.5224,1097.9953,330.055,1071.2188,489.1291,936.0,453.3884,911.9916,216.3127,,
labeled-data,video1,302.jpg,707.382,102.4168,562.1477,237.5433,696.2836,453.0395,,,916.13,153.1791,974.9042,358.6346,794.7588,412.7744,763.998,159.3484,,
labeled-data,video1,303.jpg,532.0239,112.8756,461.9523,324.3337,705.2269,443.8277,,,868.0525,131.4787,812.4942,261.0757,771.3085,339.3426,611.0323,171.5514,,
labeled-data,video1,304.jpg,134.8427,459.5066,293.2915,571.2968,448.6085,501.3459,166.7595,398.0267,267.8556,261.3151,465.0816,261.038,445.1693,403.3976,251.4861,451.2123,,
labeled-data,video1,305.jpg,92.8954,729.695,388.5531,622.0276,169.4844,387.9143,130.1902,728.3114,100.8591,709.2462,178.9197,361.2444,233.9811,445.7394,239.9089,652.4838,,
labeled-data,video1,306.jpg,134.7407,896.601,98.0207,764.6344,337.1592,636.4289,94.5884,882.6221,89.1626,621.0826,143.5155,440.1357,181.3177,549.1737,230.5793,776.4875,,
labeled-data,video1,307.jpg,280.1733,947.3767,97.1006,768.1884,329.8317,641.0894,100.1509,836.6203,73.5247,612.9254,114.6857,505.6737,177.493,581.2204,255.9837,786.5999,,
labeled-data,video1,308.jpg,281.965,1099.5283,221.4787,1039.5734,321.8299,771.8436,342.3349,1168.8684,196.3507,1027.0492,104.8351,809.6179,216.9189,849.7322,391.611,1013.2433,,
labeled-data,video1,309.jpg,651.9621,1251.9077,,,401.2097,1187.9458,550.4678,1147.343,472.3084,1258.3475,286.4515,1124.2453,395.6703,1085.5472,633.3325,1124.9429,,
labeled-data,video1,310.jpg,648.5586,1174.6283,568.4331,1242.4626,390.4181,1170.2364,612.1819,1177.7347,470.2116,1260.0273,287.4874,1125.661,325.407,1095.7199,537.3852,1079.9872,,
labeled-data,video1,311.jpg,633.3874,1224.988,548.4593,1239.858,391.2951,1177.2533,661.2168,1233.7116,466.2771,1259.028,289.1695,1123.8624,328.699,1104.3423,539.055,1078.1809,,
labeled-data,video1,312.jpg,619.0541,1235.0134,557.4035,1236.2415,394.6271,1173.6428,616.4043,1231.7056,465.5946,1255.4105,294.9133,1131.4911,332.0209,1100.7391,542.3964,1074.5782,,
labeled-data,video1,313.jpg,545.0941,1222.9815,521.967,1200.1304,390.489,1179.2654,543.2421,1229.3096,465.4794,1259.4269,281.949,1133.8951,305.4143,1101.5338,515.78,1075.3796,,
labeled-data,video1,314.jpg,,,,,373.6396,1151.9736,535.2279,1235.7269,408.497,1143.8543,277.1339,1125.8796,265.2978,1071.8343,500.5391,1036.05,,
labeled-data,video1,315.jpg,713.1122,1246.048,,,446.0765,1209.6105,811.0146,1236.0742,593.993,1268.6625,294.7199,1128.8703,432.8519,1139.7002,689.1096,1122.1824,,
labeled-data,video1,316.jpg,998.4677,1090.3336,846.8322,1225.8322,661.7553,1250.359,896.4827,1215.2325,870.6714,1220.8801,522.0308,1250.0846,653.8192,1178.3844,877.7891,1080.0721,,
labeled-data,video1,317.jpg,1057.4273,1024.8184,964.6484,1171.0165,849.796,1220.953,1079.1725,1095.5445,942.3415,1205.5289,722.7761,1254.7838,817.0178,1170.122,954.5956,1001.2112,,
labeled-data,video1,318.jpg,1200.0242,913.7184,,,1007.7715,1143.9699,1197.0255,938.3017,1125.7381,1053.6246,870.0555,1221.2651,949.5771,1087.7776,1055.0677,905.4916,,
labeled-data,video1,319.jpg,1171.3704,772.6883,1099.3246,1017.8728,1013.8901,1133.3469,1227.2228,852.7899,1130.5236,1041.0,961.1125,1173.8676,992.4879,1043.7259,1085.2643,872.8179,,
labeled-data,video1,320.jpg,1232.1673,810.7893,941.0143,861.7458,972.7645,1164.2253,1245.49,806.6185,,,1078.4952,1108.5675,1047.6589,1028.5891,1109.0,824.9054,,
labeled-data,video1,321.jpg,1140.2388,978.1514,,,907.2486,1198.9664,1165.7022,976.5674,1067.7178,1031.2553,1078.3384,1116.6696,917.4892,1140.6158,974.2132,988.5884,,
labeled-data,video1,322.jpg,1165.4927,800.7872,1003.9574,883.3954,,,1082.7732,612.8401,1008.7038,603.0,779.3096,747.8135,826.0,772.8825,1047.2813,763.8696,,
labeled-data,video1,323.jpg,875.8445,269.9511,811.9554,373.5736,834.9414,565.4309,1122.9081,299.8548,1179.1787,450.0855,1119.2972,639.7938,1006.976,597.3575,999.4732,354.8621,,
labeled-data,video1,324.jpg,771.4275,221.4639,735.6188,438.2483,837.2636,562.6883,939.03,172.718,1089.1959,347.822,1089.5059,509.4425,938.6626,480.6525,894.2441,245.3864,,
labeled-data,video1,325.jpg,653.1463,146.0902,611.5601,321.267,734.0,498.8706,821.2977,107.0771,955.4086,173.8308,1009.6558,453.0412,873.0913,399.7526,762.067,196.581,,
labeled-data,video1,326.jpg,629.2158,106.0521,573.7759,318.2172,729.7323,503.9065,,,911.8354,155.7519,927.9476,276.6384,785.6067,388.6142,709.2485,150.7718,,
labeled-data,video1,327.jpg,717.0451,104.9085,617.6814,224.6083,652.2959,441.4986,845.9041,142.1548,956.9074,206.6071,909.4525,439.5859,790.2264,397.8551,769.3425,163.4823,,
labeled-data,video1,328.jpg,725.0867,107.8611,561.0512,228.1841,529.3882,453.5518,864.1562,125.4893,932.3629,320.2458,872.1953,467.1158,686.0874,384.8417,785.9012,169.063,,
labeled-data,video1,329.jpg,1178.7219,349.9285,1008.8039,219.0764,807.3676,262.3012,1171.1208,469.12,1041.5859,609.1163,851.4945,497.1592,872.9697,384.8387,1110.7524,403.5923,,
labeled-data,video1,330.jpg,1256.6124,742.6863,1234.7327,553.4629,1045.912,416.6317,,,1014.3209,871.186,860.9955,602.6251,1010.8106,560.1892,1174.6709,755.1243,,
labeled-data,video1,331.jpg,1203.9631,426.5012,1128.3231,353.9826,878.1425,435.8813,1242.5684,539.2179,1153.7013,702.1271,882.4162,715.9326,935.1163,565.4062,1148.6109,503.5951,,
labeled-data,video1,332.jpg,1259.0492,647.4478,1126.7054,352.2276,887.2678,445.5093,1257.8389,711.6908,1110.4638,670.6649,881.894,717.6186,969.6453,566.4042,1145.1327,631.1567,,
labeled-data,video1,333.jpg,1251.5605,804.0891,1269.652,606.0472,1205.2376,411.5403,1217.9591,872.5292,981.5856,682.9407,,,1110.7062,543.6189,1144.7176,759.3957,,
labeled-data,video1,334.jpg,1209.1819,782.9078,1269.6574,606.0496,1183.0848,399.9807,,,,,,,1150.0333,538.8018,1126.2575,721.6754,,
labeled-data,video1,335.jpg,1185.0678,980.2492,1135.738,778.3535,1267.7795,588.6617,1097.5131,1061.213,,,1244.5834,790.0556,1185.7755,719.7718,1060.8706,904.7386,,
labeled-data,video1,336.jpg,975.0148,1173.2329,1052.5647,1132.1759,1192.6458,960.8434,935.7073,1199.6356,,,1236.3369,850.1354,1146.6923,934.216,957.7057,1036.1167,,
labeled-data,video1,337.jpg,918.9527,1218.1672,963.3975,1041.7564,1175.9223,968.2317,740.3253,1256.8088,,,1069.5353,1095.5209,1040.8308,1057.2784,825.8222,1107.7602,,
labeled-data,video1,338.jpg,915.2895,1214.6679,935.9916,1195.4867,1098.1655,1078.5148,707.7587,1253.1653,873.8626,1221.5889,1051.2619,1042.5378,969.397,1096.9481,760.7735,1118.3641,,
labeled-data,video1,339.jpg,683.0826,1278.2496,926.8919,1207.6949,1073.0274,1109.1919,600.756,1242.9123,876.0176,1216.9431,961.914,1175.1305,949.871,1138.0406,737.2347,1120.1589,,
labeled-data,video1,340.jpg,854.9461,1227.4913,1058.1173,946.8549,,,738.6169,1251.2313,963.8274,1173.7714,1068.452,1113.9017,1055.9654,1082.2838,832.1889,1049.3383,,
labeled-data,video1,341.jpg,868.2547,1222.7872,993.3531,1013.4761,1203.5785,942.2769,805.981,1237.062,959.7485,1175.4227,,,1073.1768,1007.9156,849.9538,1053.5532,,
labeled-data,video1,342.jpg,852.0255,1238.6289,959.4004,1026.8379,1209.8571,939.5642,706.2995,1253.0457,919.759,1198.9902,1054.6185,1105.8255,1069.0444,1022.9871,850.8093,1091.7624,,
labeled-data,video1,343.jpg,591.1952,1270.7262,812.5324,1239.503,1005.206,1152.2361,462.3116,1217.7359,733.5698,1251.152,846.7577,1224.5905,845.9453,1175.4717,625.2836,1138.3119,,
labeled-data,video1,344.jpg,340.6359,1150.3996,496.1713,1233.6764,727.235,1251.5341,311.8017,1077.6097,377.7308,1165.3373,597.3981,1245.9171,625.4774,1188.0978,444.9512,1058.5147,,
labeled-data,video1,345.jpg,268.5804,1106.6964,299.1938,1161.6413,486.3757,1224.1161,193.7469,1014.8744,,,445.6216,1210.4764,458.5927,1140.4801,336.3884,978.9944,,
labeled-data,video1,346.jpg,133.3081,987.1876,323.3476,1157.1324,454.8903,1213.5134,134.1703,897.549,194.49,1005.334,,,385.2416,1101.1217,273.7313,916.9686,,
labeled-data,video1,347.jpg,129.6462,847.3126,147.9424,993.9985,330.0493,1164.345,159.4084,822.6826,191.6248,1004.3102,420.1111,1190.0212,359.105,1085.6536,269.2609,893.476,,
labeled-data,video1,348.jpg,99.1411,837.6896,176.8397,1023.6944,276.2732,1104.1594,88.7748,711.9331,,,213.0555,1029.516,253.1711,1005.406,232.3567,777.9086,,
labeled-data,video1,349.jpg,87.1001,588.0956,90.1507,771.6943,118.9723,856.9671,136.1204,462.3407,92.909,632.737,91.8748,732.5753,152.8577,784.7083,221.1173,562.0211,,
labeled-data,video1,350.jpg,341.357,196.6852,148.4044,407.886,86.0616,609.7202,364.4391,188.333,192.5106,349.326,121.174,503.7526,177.4874,493.0832,368.5122,337.3111,,
labeled-data,video1,351.jpg,459.3198,142.0562,292.5869,235.1123,132.6804,439.4583,482.7544,154.3049,312.1479,222.9207,176.6064,370.5477,230.3003,365.2748,457.4124,253.4806,,
labeled-data,video1,352.jpg,475.3153,124.5481,360.7471,258.5481,136.6476,435.591,539.6777,111.12,390.7318,187.7682,212.6561,324.158,240.6853,367.0326,487.8593,293.7676,,
labeled-data,video1,353.jpg,513.0378,118.8238,,,125.5404,439.9083,454.3315,142.1774,257.2499,281.0216,172.7957,383.2905,193.1383,420.0516,426.3785,324.4968,,
labeled-data,video1,354.jpg,217.7517,320.6345,128.6053,442.5863,,,278.7722,372.0777,154.5865,466.7795,84.3268,642.4587,112.8728,635.3468,309.8853,493.1981,,
labeled-data,video1,355.jpg,164.332,686.6342,327.6786,795.5307,,,363.3907,415.933,397.5162,424.7793,537.3203,464.4205,484.8824,640.1204,257.5776,615.5557,,
labeled-data,video1,356.jpg,,,,,,,590.8153,141.261,693.3606,217.2988,,,669.6364,377.9629,485.0229,236.1384,,
labeled-data,video1,357.jpg,603.3445,114.2402,452.5187,136.5925,314.8742,218.7793,,,,,,,407.3643,269.4264,628.4152,217.3396,,
labeled-data,video1,358.jpg,1098.0597,480.958,952.8929,337.0916,758.7833,472.7254,1247.8852,524.4302,1115.2542,757.7691,797.9773,752.3371,880.7471,616.351,1106.1425,530.2945,,
labeled-data,video1,359.jpg,,,1095.4269,418.9937,909.2377,427.7384,1236.3368,752.419,1087.0,864.5066,971.6381,741.277,947.5259,606.1045,1190.735,654.3604,,
labeled-data,video1,360.jpg,948.0342,172.1265,810.045,373.613,839.5429,599.6494,1027.2678,223.4573,1191.1817,403.6759,1120.3626,522.3529,997.1771,501.4007,1000.4618,262.7663,,
labeled-data,video1,361.jpg,,,642.4488,335.3263,847.2661,524.8382,,,988.3264,183.7484,969.8577,306.5688,920.8978,371.1609,795.8665,191.3412,,
labeled-data,video1,362.jpg,351.4352,299.7485,558.5024,475.6884,647.8613,450.5702,375.9224,166.7945,576.4318,111.7514,738.743,218.0718,658.3357,318.4467,428.3394,248.9235,,
labeled-data,video1,363.jpg,251.9926,321.1637,350.2394,501.9103,663.0287,453.6973,273.591,261.404,560.775,134.1372,609.4404,167.2689,578.1447,318.6749,349.1299,317.536,,
labeled-data,video1,364.jpg,256.0584,926.657,466.2492,771.9532,476.0135,566.0908,161.6296,808.8326,117.5061,696.3101,238.2137,494.4402,328.8314,599.4264,255.4016,829.5459,,
labeled-data,video1,365.jpg,801.0171,1188.3069,788.1686,954.247,542.1873,781.7747,645.1546,1243.4519,407.9832,1108.4256,427.2207,987.9232,522.0715,946.8964,665.721,1145.8566,,
labeled-data,video1,366.jpg,416.864,1204.1679,706.8215,1099.587,686.1542,855.8454,318.4129,1138.4421,296.4936,922.9118,456.8872,820.6975,572.9259,898.7846,421.8369,1104.924,,
labeled-data,video1,367.jpg,121.7904,880.4955,,,284.4807,1137.4456,106.1703,816.8175,,,293.1866,1117.7511,364.3089,1056.9046,257.54,854.8455,,
labeled-data,video1,368.jpg,67.2373,747.8693,128.0358,942.1998,165.9645,979.6244,89.7981,628.7511,127.2062,886.6398,,,229.0249,918.7598,219.0843,700.7924,,
labeled-data,video1,369.jpg,85.4371,576.4445,79.1556,789.6914,134.699,891.1476,140.2647,445.0803,102.1567,554.1151,89.4579,702.6408,169.4126,779.5774,222.6333,608.2175,,
labeled-data,video1,370.jpg,84.143,658.57,85.5648,777.4318,173.8528,959.7887,102.3702,560.9188,114.356,553.4142,,,165.63,835.884,243.1006,669.1504,,
labeled-data,video1,371.jpg,140.8669,924.9315,208.4067,989.2617,234.3393,1051.2037,270.9816,638.1422,,,,,415.9059,979.233,261.4991,875.506,,
labeled-data,video1,372.jpg,807.5772,1135.8781,767.9078,1006.5636,592.5221,827.7342,,,524.1339,1223.4631,390.9434,989.4392,524.5757,997.0914,705.3394,1153.5286,,
labeled-data,video1,373.jpg,890.679,1129.6688,838.3819,974.125,605.82,876.5899,836.561,1164.4145,702.8255,1227.7069,535.2819,1127.4697,634.3272,1025.6208,847.2981,1142.6648,,
labeled-data,video1,374.jpg,1106.3816,912.2919,993.7136,815.1602,699.3176,892.8962,,,869.5027,1217.0565,743.6767,1139.1555,786.9028,1020.3079,1019.5086,1013.1024,,
labeled-data,video1,375.jpg,1173.5679,633.3152,1005.3915,617.7967,828.1189,827.4688,1236.808,813.2459,1167.2342,933.7116,908.6253,1047.4881,945.378,902.6249,1139.9886,754.5444,,
labeled-data,video1,376.jpg,984.547,279.1494,835.4483,361.4047,915.3257,588.4507,1099.8278,279.5172,1231.1198,507.8673,1137.4524,599.442,1025.6661,581.9795,1046.7585,354.0822,,
labeled-data,video1,377.jpg,647.1191,98.2139,620.8254,335.5055,808.7723,519.5594,,,1001.8989,218.7242,970.4299,333.9712,862.7722,373.8188,759.9012,168.2902,,
labeled-data,video1,378.jpg,448.6137,147.9782,506.7688,324.1522,716.0783,471.4236,603.6054,88.1157,751.2715,83.6974,873.1555,251.5667,744.7984,333.1912,575.9702,168.2323,,
labeled-data,video1,379.jpg,114.1089,528.4353,320.062,609.5307,554.4294,489.9048,157.9724,423.5573,241.3103,288.3622,419.4167,262.1656,431.1099,415.1755,200.0595,482.5457,,
labeled-data,video1,380.jpg,166.0,390.1125,311.1192,547.167,422.8992,617.7334,302.6984,291.8412,357.4981,189.6291,547.4014,300.5606,486.3905,447.5708,341.7736,395.3485,,
labeled-data,video1,381.jpg,532.1343,97.9701,320.7164,238.3319,373.5937,408.0281,678.121,112.0626,676.0483,241.8262,529.472,518.7497,496.0161,403.7086,584.97,189.4548,,
labeled-data,video1,382.jpg,978.6155,187.599,860.8395,128.4598,686.2912,195.4334,1110.7676,310.6902,945.4443,422.076,689.6766,439.3051,727.3765,314.7953,972.6751,262.4671,,
labeled-data,video1,383.jpg,1220.823,469.6497,1121.6065,286.3664,933.7449,269.6637,1239.4155,526.6534,1084.0646,640.5013,868.0616,564.4755,926.8676,424.983,1161.4251,500.2039,,
labeled-data,video1,384.jpg,1238.5086,559.4914,1175.8871,411.8492,1010.1614,383.5821,1259.9858,667.5445,1053.5974,769.8495,869.3614,662.9934,943.5735,551.4206,1196.4348,598.7111,,
labeled-data,video1,385.jpg,1196.6938,934.8413,1246.8556,720.2452,1127.3988,607.4185,,,894.635,928.5055,875.862,659.6807,1033.7313,680.4854,1119.3917,900.2171,,
labeled-data,video1,386.jpg,1111.4717,920.2349,1236.0304,713.3565,1079.1204,533.7325,915.6882,985.2167,901.5123,934.6238,871.6281,664.0,1007.6228,637.951,1028.7419,878.1059,,
labeled-data,video1,387.jpg,778.4245,1244.1117,945.1709,1190.3282,994.9101,964.7761,683.6977,1203.6233,639.4288,1011.3322,829.1756,842.9748,872.2612,945.6134,735.7708,1109.8338,,
labeled-data,video1,388.jpg,,,684.7217,1241.9167,757.9686,1116.3422,382.2157,1139.7845,432.2453,965.1513,749.8748,853.3976,700.3576,1033.6112,485.8202,1118.6544,,
labeled-data,video1,389.jpg,,,321.4852,1096.1639,429.8205,1062.439,121.4688,813.3331,323.574,711.8543,525.0921,832.38,467.8429,959.5048,233.8836,868.297,,
labeled-data,video1,390.jpg,,,244.4082,1052.6728,426.6987,1053.6195,118.3445,777.9209,336.6349,705.3415,526.5913,829.3333,421.9681,932.1824,204.1739,859.4704,,
labeled-data,video1,391.jpg,,,250.0919,1043.2498,348.7815,1177.9474,139.4175,914.2907,128.9716,887.8531,518.2354,828.5998,458.4296,1019.0616,327.3023,931.79,,
labeled-data,video1,392.jpg,198.1633,1019.2185,280.3894,1097.6156,510.2168,1231.6299,232.4498,1039.04,293.7205,1106.3619,556.2641,975.3003,508.4041,1168.9891,397.2808,1031.3981,,
labeled-data,video1,393.jpg,522.6051,1249.9364,564.9329,1256.7003,817.3386,1234.0569,437.0149,1208.1777,602.2148,1248.0264,,,754.5035,1192.2649,589.1094,1114.0445,,
labeled-data,video1,394.jpg,460.8377,1217.6426,535.2687,1243.8079,821.102,1239.8873,514.3471,1189.2503,,,,,793.0507,1190.7318,598.2237,1099.8164,,
labeled-data,video1,395.jpg,608.6534,1258.927,732.8498,1257.6771,780.582,1254.2866,677.9517,1256.4943,,,1038.9397,1119.1138,937.6674,1149.8964,757.0192,1098.1634,,
labeled-data,video1,396.jpg,807.698,1235.658,823.5398,1225.5747,1031.785,1158.7874,736.5482,1253.2751,980.3961,1164.7201,1073.4471,1091.8377,1020.3324,1108.9663,838.8766,1077.2902,,
labeled-data,video1,397.jpg,966.1093,958.2443,1150.6826,1011.7499,1021.954,1147.23,933.9855,991.0766,850.7575,1094.3304,996.1805,1156.632,1009.7472,1089.1573,940.2809,950.7782,,
labeled-data,video1,398.jpg,1165.505,943.7663,1008.5642,1151.9465,,,1183.954,953.0156,1020.2433,1130.2709,869.2771,1219.1828,919.2517,1138.5256,1016.3491,944.1379,,
labeled-data,video1,399.jpg,822.7509,1086.8167,719.1718,936.6901,464.3983,999.2879,867.9552,1220.2088,589.7094,1225.1402,509.558,1160.9669,589.4587,1052.814,827.373,1114.0993,,
labeled-data,video1,400.jpg,969.1622,832.2307,758.7145,847.4514,608.2944,961.8461,1093.6307,900.302,953.958,1154.1362,825.3939,1141.4405,782.3976,1047.4344,975.4355,922.8939,,
labeled-data,video1,401.jpg,1179.7679,566.1181,1001.0825,569.7778,901.7137,745.8093,1246.4473,591.8159,1209.8158,849.4957,,,1006.4753,830.4273,1144.6147,664.4723,,
labeled-data,video1,402.jpg,1119.6514,398.8502,964.6725,490.3448,900.2345,744.7972,1238.5734,545.9746,1276.4056,736.0,1096.5382,864.7627,999.4555,751.3457,1131.465,564.395,,
labeled-data,video1,403.jpg,754.7678,140.8867,673.1471,292.9492,889.656,529.7397,831.3647,124.5835,997.967,204.0699,1016.0989,356.1502,922.8077,397.2729,818.0335,181.8895,,
labeled-data,video1,404.jpg,709.0249,122.3109,636.2359,303.2689,752.4285,556.1056,764.7508,110.8397,992.3553,215.1889,955.1098,493.2874,854.5962,438.8993,773.9098,227.5237,,
labeled-data,video1,405.jpg,438.3085,150.0428,450.2845,340.0796,723.0299,474.0499,539.6084,111.6577,675.0422,95.9579,838.266,269.2916,704.7501,330.4353,521.0985,177.98,,
labeled-data,video1,406.jpg,388.8233,243.4792,461.706,335.3315,723.0289,471.9995,435.4139,155.6593,580.776,121.7673,834.9275,269.7263,710.5748,325.2478,503.8261,259.7495,,
labeled-data,video1,407.jpg,178.7363,412.6696,349.5428,526.1242,562.1518,446.1464,249.2975,274.1067,378.0926,174.2675,509.3871,222.2403,527.3496,332.7531,240.8276,338.6447,,
labeled-data,video1,408.jpg,95.2463,735.7297,438.9952,565.7778,205.5268,332.847,93.8342,564.9088,,,244.48,290.7047,303.2779,435.855,238.9355,645.5397,,
labeled-data,video1,409.jpg,142.6535,903.424,,,91.6267,561.54,88.2732,808.8442,,,108.9107,533.0495,196.6052,563.4346,236.5823,794.7799,,
labeled-data,video1,410.jpg,240.4056,1055.0593,109.7478,826.2552,,,141.5254,977.3425,73.9315,777.6733,96.8989,572.7377,185.2053,694.5558,275.5722,912.1485,,
labeled-data,video1,411.jpg,297.6962,1101.9239,236.3625,1058.0389,273.8798,743.2879,289.3458,1115.7007,130.2543,944.9313,90.6245,697.6178,197.2247,811.7208,342.4992,998.5091,,
labeled-data,video1,412.jpg,330.3941,1156.1994,296.0392,1115.1946,,,400.0505,1186.3454,260.2259,1111.8742,120.4365,862.6365,199.1093,883.3376,373.2697,978.6192,,
labeled-data,video1,413.jpg,508.6059,1228.0805,319.1953,1136.0454,,,449.2176,1216.8268,174.553,1043.1657,151.2975,935.4949,276.1969,945.5912,472.5011,1074.586,,
labeled-data,video1,414.jpg,847.4007,1163.8947,726.8091,1254.6825,503.1028,1226.5451,732.0123,1175.3439,610.1918,1253.8114,419.496,1212.0107,509.0745,1163.0441,739.1421,1120.6714,,
labeled-data,video1,415.jpg,1007.0972,1130.5815,988.4209,1152.3636,662.0,1250.2281,938.2548,1192.5996,801.1881,1254.2147,616.9155,1257.3546,708.0994,1195.556,900.4454,1066.5085,,
labeled-data,video1,416.jpg,1175.9985,943.6695,1036.0801,1148.6165,995.5641,1161.5221,1152.4943,978.7287,1109.2384,1077.666,755.072,1261.0726,895.6533,1154.624,1025.4355,981.831,,
labeled-data,video1,417.jpg,1195.2272,939.2088,1059.161,1114.3032,1009.0142,1156.0981,1094.6743,986.7851,1110.1613,1084.7547,793.5649,1248.9103,950.5145,1133.7967,1044.6615,945.5959,,
labeled-data,video1,418.jpg,1240.6466,833.2684,1200.8922,909.6525,1008.6884,1143.2599,1225.1759,882.4588,1091.3701,1100.0,924.8569,1198.3597,1024.0249,1079.2182,1094.7717,879.6517,,
labeled-data,video1,419.jpg,1226.8555,851.4124,,,1105.6582,1073.127,1257.1293,854.0539,1094.4488,1105.317,1000.1598,1157.9135,1054.3791,1047.6074,1096.3653,841.7538,,
labeled-data,video1,420.jpg,1252.7074,726.7459,1237.028,842.46,1105.8178,1058.4055,1235.6202,858.5946,1188.5075,901.9951,1078.962,1089.4237,1093.0574,950.2227,1121.4063,750.794,,
labeled-data,video1,421.jpg,1233.9823,524.2346,1255.7555,758.9953,1202.7898,896.0257,1260.3765,625.9971,1279.4663,703.4989,1218.7472,881.5627,1145.2286,821.2842,1133.4471,634.5586,,
labeled-data,video1,422.jpg,1181.288,399.0,1266.6181,622.2024,1258.9134,694.7172,1253.891,527.7361,1267.2104,746.8046,1222.8601,873.8351,1180.1688,728.8031,1091.3395,543.0306,,
labeled-data,video1,423.jpg,1160.1476,363.6124,1224.4513,459.538,1260.5682,684.0416,1204.9887,407.5944,1267.4187,527.6354,1267.6886,769.909,1203.1336,656.6572,1089.0362,473.2778,,
labeled-data,video1,424.jpg,1003.8423,274.1082,1217.4239,460.7157,1250.331,568.8426,1063.9322,326.9035,1266.811,530.4158,1271.9092,765.4647,1216.1762,608.8794,1044.2861,457.5904,,
labeled-data,video1,425.jpg,974.713,213.7599,1095.1901,271.3073,1225.0515,487.3189,1005.2667,207.4985,1112.4863,273.4387,1258.1737,571.2412,1134.8748,465.2127,963.7997,331.5922,,
labeled-data,video1,426.jpg,859.3098,163.7493,985.5721,199.1574,1112.5317,272.629,845.5602,140.1598,976.8513,174.3156,1227.53,484.6416,1100.3783,354.548,884.9847,270.9988,,
labeled-data,video1,427.jpg,,,935.7547,171.2803,1082.3503,255.4838,720.4826,119.1027,979.3175,180.4412,1014.6279,211.964,1017.2029,234.5789,807.8595,251.1132,,
labeled-data,video1,428.jpg,689.3242,108.3478,,,943.2597,162.3144,716.1325,111.1978,,,1061.6684,223.2801,898.5448,204.6719,656.1016,211.9054,,
labeled-data,video1,429.jpg,685.5613,105.5646,,,926.0856,156.1169,709.6917,112.4353,,,1033.9047,227.6784,872.7076,196.5517,627.5988,199.7719,,
labeled-data,video1,430.jpg,,,706.6017,110.4575,945.5958,164.3906,547.5459,113.2114,734.7213,110.6522,1029.5919,225.0174,871.8064,191.6515,631.711,224.5175,,
labeled-data,video1,431.jpg,,,,,949.7852,159.9476,550.8632,107.406,669.6383,90.5273,1025.285,226.5495,865.385,203.3464,616.297,200.6971,,
labeled-data,video1,432.jpg,,,,,887.6396,140.5574,556.1325,112.0907,679.7111,95.2109,1032.4748,228.3474,870.6424,208.0298,625.2605,192.38,565.8694,169.9914
labeled-data,video1,433.jpg,657.5012,366.7563,671.6264,576.8214,944.5035,585.7369,643.8252,228.7752,888.85,200.0,1086.7518,316.2662,964.9469,430.3008,767.6112,326.1974,,
labeled-data,video1,434.jpg,363.4568,767.5384,590.2227,694.3354,651.888,600.4592,243.8697,645.7763,343.5102,380.574,541.6438,322.4155,538.4922,491.6706,366.6548,655.3482,,
labeled-data,video1,435.jpg,534.9022,1132.7761,606.215,968.7982,562.3112,725.295,330.0856,1121.7269,187.4717,871.2542,290.7917,768.0525,405.2863,803.2341,428.8038,1042.1908,,
labeled-data,video1,436.jpg,998.3966,1061.2118,931.2939,925.5383,717.185,873.2093,932.9279,1212.9679,727.0625,1226.2877,539.5874,1085.851,684.757,1015.3036,911.031,1109.8132,,
