scorer,,,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc
labeled-data,video3,301.jpg,811.9638,404.3857,849.46,600.0506,995.8938,706.3939,811.1691,390.1473,1007.4997,335.6108,,,1092.287,579.6861,941.3451,496.6612,,
labeled-data,video3,302.jpg,809.0933,411.3764,851.054,590.5435,997.7249,700.955,820.3531,399.9692,1006.518,328.2918,,,1093.3091,586.1923,936.5111,493.6189,,
labeled-data,video3,303.jpg,827.8843,446.7942,849.1497,598.0992,996.6081,702.1364,843.1345,428.2196,1010.1691,326.2849,,,1093.7784,573.8394,940.1719,496.3756,,
labeled-data,video3,304.jpg,836.6461,454.7534,851.5248,594.9098,996.6035,702.1246,843.1252,417.8665,1009.3706,327.0866,,,1085.8096,577.0224,940.9691,495.5825,,
labeled-data,video3,305.jpg,846.2093,455.9557,859.4975,589.7222,1006.1503,703.3215,842.3317,421.4415,1010.9609,325.0976,,,1088.1995,578.2159,940.9776,490.4028,,
labeled-data,video3,306.jpg,806.3889,468.6957,862.6803,589.7291,1000.581,683.4147,862.2443,420.6423,1008.5726,338.6388,,,1084.2176,585.3884,939.3813,503.9454,,
labeled-data,video3,307.jpg,815.1461,502.9451,916.033,644.6875,1067.4869,687.3994,851.0963,424.6316,1005.3934,356.9482,1150.3652,481.5466,1103.331,585.3827,931.4159,523.8517,,
labeled-data,video3,308.jpg,776.915,514.0904,865.862,616.0151,1067.4807,688.9803,871.0,434.1845,1006.9883,332.269,1149.9009,452.159,1096.9537,576.6241,925.845,501.5584,,
labeled-data,video3,309.jpg,805.585,535.5952,935.9497,662.9934,,,847.9009,412.6865,1059.5455,365.7042,,,1117.6617,576.6294,928.2228,508.7282,,
labeled-data,video3,310.jpg,814.3452,537.1828,937.5341,659.8138,,,851.8889,417.466,1056.3648,366.5096,,,1131.2033,580.6094,926.6332,511.1021,,
labeled-data,video3,311.jpg,807.3693,535.8458,934.548,657.6785,,,853.6796,420.904,1053.3687,364.3679,,,1128.2146,578.4741,923.642,508.9798,,
labeled-data,video3,312.jpg,808.9628,535.0436,935.3468,657.6743,,,850.499,417.72,1054.9552,370.7497,,,1129.8088,580.857,925.2311,511.3617,,
labeled-data,video3,313.jpg,806.9734,534.2593,933.3521,656.8883,,,848.4916,416.9234,1052.9612,369.946,,,1130.2072,578.4731,923.2478,510.5679,,
labeled-data,video3,314.jpg,808.9611,535.0554,932.1532,657.6715,1054.9336,715.5241,846.5028,415.3291,1050.9757,364.3677,1122.223,398.2579,1122.6387,567.3278,921.2557,508.9705,,
labeled-data,video3,315.jpg,807.3795,534.7929,930.5609,657.4205,1053.3487,715.2756,844.9151,415.0711,1049.3811,364.1156,1120.6265,397.9954,1121.0402,567.0726,919.6671,508.7296,,
labeled-data,video3,316.jpg,812.9415,534.7917,937.7396,652.6534,1051.7473,714.4766,855.2604,420.6523,1054.1633,367.3081,1125.406,401.1816,1119.459,567.0729,920.4695,509.5284,,
labeled-data,video3,317.jpg,806.5728,534.7948,936.9302,650.2674,1050.1556,709.694,853.6715,419.8504,1054.1645,373.6723,1120.6384,405.9643,1121.0496,566.2755,921.2505,508.7297,,
labeled-data,video3,318.jpg,806.1709,534.4072,936.5351,649.8643,1049.7585,709.2996,853.2741,419.4612,1053.7638,373.2708,1120.2314,405.5623,1115.869,565.0853,920.852,508.3287,,
labeled-data,video3,319.jpg,805.3842,536.7966,935.7402,652.2549,1048.9641,711.6852,852.485,421.8475,1052.9673,375.6634,1119.4334,407.9532,1119.8532,568.262,920.0604,510.7133,,
labeled-data,video3,320.jpg,805.3821,533.6077,935.7427,649.0619,1050.5502,706.9037,852.4879,418.6666,1052.9696,372.4748,1119.4355,404.7654,1119.8526,565.0799,920.0603,507.5309,,
labeled-data,video3,321.jpg,804.5827,535.1915,934.9471,650.6599,1048.1653,710.0946,851.6846,420.2541,1052.1707,374.0798,1118.6345,406.3657,1119.0504,566.6777,919.2616,509.121,,
labeled-data,video3,322.jpg,804.5868,531.2102,934.9481,646.6755,1048.1645,706.1171,851.6893,416.2734,1052.1704,370.0963,1118.6383,402.3793,1119.052,562.6914,919.2651,505.1488,,
labeled-data,video3,323.jpg,807.7775,535.1928,938.1241,650.6599,1051.3517,710.0955,854.8789,420.2578,1055.357,374.0712,1121.8286,406.3648,1122.2327,566.6779,922.4463,509.1257,,
labeled-data,video3,324.jpg,809.3652,534.4065,939.7267,649.8673,1052.942,709.2985,856.4687,419.4624,1056.9536,373.2758,1123.4175,405.5665,1123.0363,563.482,929.6156,509.9216,,
labeled-data,video3,325.jpg,812.5416,533.6004,938.9254,648.2673,1050.5599,701.3326,860.4464,429.8147,1048.9822,373.2714,1115.4521,405.566,1099.1434,562.6986,916.0732,508.3272,,
labeled-data,video3,326.jpg,814.1468,533.6034,938.1241,652.2554,1050.5502,706.12,855.6632,424.2353,1055.3548,375.6666,1121.8265,407.9525,1107.1015,561.0938,922.4437,510.7117,,
labeled-data,video3,327.jpg,808.9219,535.3699,938.1983,653.8061,1050.4173,703.0,850.6485,417.3173,1044.792,380.9319,1109.9043,412.8177,1106.7357,565.0682,920.3325,508.9224,,
labeled-data,video3,328.jpg,808.946,535.3427,938.1918,653.8051,1050.4121,703.0,850.6461,417.3187,1044.8264,380.9482,1109.9094,412.8135,1106.576,564.9074,920.4587,508.9405,,
labeled-data,video3,329.jpg,808.9584,535.3194,938.1921,653.8087,1050.4112,703.0,850.6429,417.3195,1044.8494,380.9663,1109.9032,412.8166,1106.4191,564.7412,920.5793,508.9666,,
labeled-data,video3,330.jpg,808.9625,535.2827,938.1911,653.802,1050.4176,703.0,850.649,417.3171,1044.8798,380.9832,1109.9001,412.8117,1106.251,564.5815,920.6909,508.9823,,
labeled-data,video3,331.jpg,808.9859,535.2657,938.1967,653.8034,1050.4185,703.0,850.6486,417.316,1044.8955,380.9954,1109.9024,412.8198,1106.0952,564.4277,920.8178,509.0,,
labeled-data,video3,332.jpg,808.995,535.2328,938.1981,653.8017,1050.4122,703.0,850.6448,417.3141,1044.9214,381.0119,1109.9079,412.8148,1105.939,564.28,920.933,509.0277,,
labeled-data,video3,333.jpg,809.0,535.213,938.1928,653.8074,1050.4162,703.0,850.6464,417.3118,1044.9592,381.0357,1109.9029,412.8154,1105.7764,564.1119,921.052,509.0479,,
labeled-data,video3,334.jpg,809.0122,535.1828,938.1933,653.8053,1050.4133,703.0,850.6424,417.319,1044.9736,381.0588,1109.9093,412.8197,1105.6212,563.9524,921.1751,509.0634,,
labeled-data,video3,335.jpg,809.0362,535.1576,938.1958,653.8004,1050.41,703.0,850.6425,417.3186,1045.0,381.0614,1109.9048,412.8119,1105.461,563.7971,921.2926,509.0827,,
labeled-data,video3,336.jpg,809.0408,535.1336,938.1951,653.8081,1050.4117,703.0,850.6459,417.3151,1045.0231,381.0897,1109.9018,412.8113,1105.3063,563.6342,921.406,509.1029,,
labeled-data,video3,337.jpg,809.0559,535.1018,938.1991,653.8092,1050.4128,703.0,850.6454,417.3191,1045.0579,381.1079,1109.9069,412.8128,1105.1473,563.4722,921.5232,509.1256,,
labeled-data,video3,338.jpg,809.0772,535.0821,938.1957,653.8023,1050.4167,703.0,850.6442,417.3157,1045.0801,381.1233,1109.9072,412.8118,1104.9817,563.3189,921.6403,509.1466,,
labeled-data,video3,339.jpg,809.0887,535.0545,938.195,653.8015,1050.4108,703.0,850.6431,417.313,1045.1008,381.1308,1109.9042,412.8177,1104.8272,563.152,921.7678,509.1673,,
labeled-data,video3,340.jpg,809.0927,535.0203,938.1906,653.8074,1050.4192,703.0,850.6405,417.3165,1045.1393,381.1542,1109.9005,412.8122,1104.6644,562.9976,921.8891,509.1823,,
labeled-data,video3,341.jpg,809.119,535.0,938.1952,653.8014,1050.4123,703.0,850.6467,417.32,1045.1523,381.1747,1109.9072,412.8128,1104.5032,562.8313,922.0,509.2024,,
labeled-data,video3,342.jpg,809.1237,534.9715,938.1957,653.8049,1050.4189,703.0,850.6485,417.3132,1045.1883,381.1897,1109.9091,412.8138,1104.3455,562.672,922.1217,509.2282,,
labeled-data,video3,343.jpg,809.1379,534.9485,938.1993,653.8094,1050.4152,703.0,850.6433,417.3175,1045.213,381.2053,1109.908,412.815,1104.1872,562.517,922.2428,509.2414,,
labeled-data,video3,344.jpg,809.15,534.9254,938.1983,653.8089,1050.4135,703.0,850.6448,417.3112,1045.2324,381.2275,1109.9079,412.82,1104.0223,562.3594,922.361,509.2657,,
labeled-data,video3,345.jpg,809.1626,534.8978,938.1961,653.8078,1050.4118,703.0,850.6448,417.3162,1045.2604,381.2451,1109.9091,412.8183,1103.8669,562.2094,922.4808,509.2847,,
labeled-data,video3,346.jpg,809.1799,534.8763,938.1997,653.8001,1050.419,703.0,850.647,417.3107,1045.2828,381.2552,1109.9028,412.8168,1103.7076,562.0445,922.6042,509.3002,,
labeled-data,video3,347.jpg,809.1879,534.8483,938.1964,653.807,1050.4161,703.0,850.6422,417.3117,1045.3157,381.2741,1109.9097,412.8176,1103.5499,561.8893,922.7221,509.3238,,
labeled-data,video3,348.jpg,809.2069,534.8141,938.1936,653.8028,1050.4108,703.0,850.6491,417.3129,1045.3443,381.2987,1109.9061,412.8147,1103.5443,561.8853,922.8484,509.3467,,
labeled-data,video3,349.jpg,809.2133,534.7922,938.1998,653.8006,1050.4128,703.0,850.6416,417.315,1045.3684,381.3186,1109.9012,412.8159,1103.5432,561.8815,922.9696,509.364,,
labeled-data,video3,350.jpg,809.222,534.769,938.1983,653.8072,1050.42,703.0,850.6489,417.3134,1045.3937,381.3257,1109.9069,412.8141,1103.5465,561.8865,923.0844,509.3815,,
labeled-data,video3,351.jpg,809.2469,534.7468,938.1953,653.8085,1050.4177,703.0,850.6469,417.3167,1045.4171,381.3492,1109.9099,412.8128,1103.5451,561.8801,923.2057,509.4067,,
labeled-data,video3,352.jpg,809.2504,534.7159,938.195,653.8097,1050.4164,703.0,850.6416,417.3124,1045.4476,381.36,1109.9066,412.8137,1103.5496,561.8813,923.327,509.4262,,
labeled-data,video3,353.jpg,809.2657,534.6884,938.1913,653.8008,1050.4101,703.0,850.6429,417.3198,1045.4793,381.3811,1109.9009,412.8185,1103.5478,561.889,923.4451,509.4482,,
labeled-data,video3,354.jpg,809.2889,534.6674,938.1992,653.8079,1050.4155,703.0,850.643,417.3166,1045.5,381.397,1109.9063,412.8109,1103.5425,561.8885,923.5626,509.4634,,
labeled-data,video3,355.jpg,809.2985,534.6372,938.1961,653.8005,1050.4118,703.0,850.6488,417.3139,1045.5205,381.4126,1109.9029,412.8193,1103.548,561.8874,923.6802,509.4872,,
labeled-data,video3,356.jpg,809.3028,534.6183,938.1988,653.8016,1050.4117,703.0,850.6464,417.3112,1045.5438,381.4304,1109.9083,412.8168,1103.5407,561.8874,923.7944,509.5082,,
labeled-data,video3,357.jpg,809.312,534.5822,938.1992,653.8015,1050.4136,703.0,850.6487,417.3106,1045.5753,381.4436,1109.9034,412.8119,1103.5453,561.881,923.9176,509.5295,,
labeled-data,video3,358.jpg,809.3353,534.5578,938.1908,653.8031,1050.4195,703.0,850.6415,417.317,1045.6069,381.4694,1109.9076,412.8127,1103.5484,561.885,924.0309,509.5431,,
labeled-data,video3,359.jpg,809.3459,534.5357,938.1909,653.8067,1050.4125,703.0,850.6453,417.3192,1045.6231,381.4874,1109.9098,412.8172,1103.5402,561.8819,924.1529,509.5685,,
labeled-data,video3,360.jpg,809.3543,534.5002,938.194,653.8052,1050.418,703.0,850.6441,417.3136,1045.6588,381.5084,1109.9048,412.8108,1103.5453,561.8829,924.2769,509.5854,,
labeled-data,video3,361.jpg,809.3711,534.4769,938.1947,653.8005,1050.4172,703.0,850.6494,417.3185,1045.6762,381.5129,1109.9037,412.8162,1103.5462,561.8891,924.3946,509.6092,,
labeled-data,video3,362.jpg,809.3825,534.4539,938.1982,653.801,1050.4176,703.0,850.6472,417.3166,1045.7071,381.5362,1109.903,412.8192,1103.5418,561.8893,924.5131,509.6257,,
labeled-data,video3,363.jpg,809.3959,534.4292,938.199,653.8033,1050.4181,703.0,850.6421,417.315,1045.7362,381.5547,1109.908,412.819,1103.5441,561.8813,924.6377,509.6373,,
labeled-data,video3,364.jpg,809.4176,534.4077,938.1922,653.801,1050.4135,703.0,850.6429,417.3146,1045.755,381.578,1109.9058,412.8131,1103.5487,561.8895,924.7579,509.6505,,
labeled-data,video3,365.jpg,809.4211,534.3764,938.1949,653.8034,1050.419,703.0,850.6453,417.3166,1045.7882,381.5809,1109.906,412.8111,1103.5442,561.8842,924.8731,509.6783,,
labeled-data,video3,366.jpg,809.4357,534.3425,938.1902,653.807,1050.4196,703.0,850.6413,417.312,1045.8065,381.6064,1109.9004,412.8159,1103.5402,561.8803,924.991,509.6942,,
labeled-data,video3,367.jpg,809.4487,534.3212,938.1986,653.8004,1050.4161,703.0,850.6494,417.3116,1045.8358,381.6297,1109.9076,412.8194,1103.5436,561.8862,925.1162,509.7171,,
labeled-data,video3,368.jpg,809.4674,534.2918,938.1969,653.8028,1050.4119,703.0,850.6454,417.3145,1045.8617,381.6353,1109.9015,412.8113,1103.5441,561.8809,925.1103,509.7116,,
labeled-data,video3,369.jpg,809.4742,534.273,938.1938,653.8009,1050.4139,703.0,850.6471,417.3158,1045.8826,381.6542,1109.9051,412.8193,1103.5429,561.8802,925.1189,509.7126,,
labeled-data,video3,370.jpg,809.4814,534.2478,938.1943,653.8074,1050.4111,703.0,850.6456,417.3183,1045.912,381.68,1109.9054,412.8117,1103.5475,561.8809,925.1174,509.7167,,
labeled-data,video3,371.jpg,809.5087,534.2162,938.1909,653.8063,1050.4191,703.0,850.6488,417.3122,1045.9349,381.6952,1109.9014,412.8104,1103.5459,561.8805,925.1106,509.7172,,
labeled-data,video3,372.jpg,809.5171,534.1907,938.1964,653.8045,1050.4147,703.0,850.6454,417.3108,1045.9664,381.706,1109.9044,412.8183,1103.5457,561.8824,925.1143,509.7154,,
labeled-data,video3,373.jpg,809.5228,534.1684,938.1929,653.8082,1050.4199,703.0,850.6499,417.3121,1045.9863,381.7203,1109.9018,412.8127,1103.5451,561.8859,925.1199,509.7121,,
labeled-data,video3,374.jpg,809.5464,534.1378,938.1905,653.8038,1050.4191,703.0,850.6443,417.3164,1046.0102,381.7487,1109.9099,412.8155,1103.5405,561.8862,925.1132,509.7185,,
labeled-data,video3,375.jpg,809.5542,534.1141,938.193,653.8064,1050.4158,703.0,850.646,417.3184,1046.0468,381.7631,1109.9008,412.8139,1103.5472,561.8833,925.1162,509.7132,,
labeled-data,video3,376.jpg,809.5693,534.0861,938.1916,653.8093,1050.4143,703.0,850.6427,417.3108,1046.062,381.772,1109.9002,412.8108,1103.5447,561.8811,925.111,509.7186,,
labeled-data,video3,377.jpg,809.576,534.0659,938.1944,653.8072,1050.4171,703.0,850.6444,417.32,1046.092,381.7977,1109.9092,412.8182,1103.5498,561.8837,925.1132,509.711,,
labeled-data,video3,378.jpg,809.59,534.0365,938.1968,653.8056,1050.414,703.0,850.6429,417.3156,1046.1132,381.8153,1109.9082,412.8178,1103.5402,561.8875,925.1193,509.7144,,
labeled-data,video3,379.jpg,809.6026,534.0,938.1918,653.8067,1050.41,703.0,850.646,417.3147,1046.1412,381.8394,1109.9022,412.8165,1103.546,561.8851,925.113,509.7126,,
labeled-data,video3,380.jpg,809.6157,533.9897,938.1992,653.8026,1050.4162,703.0,850.6457,417.3108,1046.1757,381.841,1109.9049,412.8165,1103.5409,561.8867,925.1105,509.7154,,
labeled-data,video3,381.jpg,809.6303,533.9584,938.1931,653.8002,1050.417,703.0,850.643,417.3105,1046.1935,381.8606,1109.9038,412.8169,1103.5458,561.8858,925.1187,509.7186,,
labeled-data,video3,382.jpg,809.6425,533.9386,938.1965,653.8094,1050.413,703.0,850.6467,417.3145,1046.2299,381.8865,1109.9048,412.8176,1103.54,561.8839,925.1129,509.7109,,
labeled-data,video3,383.jpg,809.6578,533.906,938.1909,653.8038,1050.4176,703.0,850.6439,417.3189,1046.2404,381.8937,1109.9019,412.8127,1103.5493,561.8887,925.1165,509.7175,,
labeled-data,video3,384.jpg,809.6735,533.8725,938.1903,653.8086,1050.4114,703.0,850.6469,417.3108,1046.2792,381.9154,1109.9017,412.8168,1103.5458,561.8853,925.1188,509.7171,,
labeled-data,video3,385.jpg,809.6858,533.8591,938.1949,653.8016,1050.4197,703.0,850.6492,417.3192,1046.306,381.9381,1109.9099,412.812,1103.5456,561.8814,925.1169,509.7134,,
labeled-data,video3,386.jpg,809.6905,533.8287,938.1946,653.8075,1050.4142,703.0,850.6431,417.3165,1046.3245,381.9519,1109.904,412.8185,1103.5431,561.8815,925.1144,509.7129,,
labeled-data,video3,387.jpg,809.7145,533.8069,938.1986,653.8081,1050.4173,703.0,850.6436,417.318,1046.3545,381.9669,1109.9014,412.8145,1103.5416,561.8878,925.1188,509.717,,
labeled-data,video3,388.jpg,809.7291,533.7732,938.192,653.8011,1050.4152,703.0,850.6447,417.3148,1046.3717,381.9837,1109.9075,412.819,1103.5452,561.8814,925.1187,509.7126,,
labeled-data,video3,389.jpg,809.7201,533.7713,938.1917,653.8086,1050.416,703.0,850.643,417.3175,1046.4031,382.0,1109.9056,412.82,1103.5454,561.889,925.1193,509.7167,,
labeled-data,video3,390.jpg,809.7236,533.7741,938.1991,653.8085,1050.4122,703.0,850.6455,417.3133,1046.4377,382.0249,1109.9075,412.813,1103.5465,561.887,925.1128,509.7198,,
labeled-data,video3,391.jpg,809.7245,533.7773,938.1959,653.8004,1050.4189,703.0,850.6478,417.3119,1046.4509,382.0394,1109.9046,412.8159,1103.5404,561.8882,925.1137,509.7117,,
labeled-data,video3,392.jpg,809.7202,533.7718,938.1972,653.8005,1050.4113,703.0,850.648,417.3198,1046.4864,382.0548,1109.9061,412.815,1103.5456,561.8827,925.1114,509.7185,,
labeled-data,video3,393.jpg,809.7231,533.7743,938.1966,653.8024,1050.4128,703.0,850.6487,417.3191,1046.502,382.072,1109.9034,412.8125,1103.5486,561.8821,925.1155,509.711,,
labeled-data,video3,394.jpg,809.7274,533.7722,938.1945,653.8084,1050.4163,703.0,850.6474,417.3121,1046.5387,382.0828,1109.9043,412.8152,1103.541,561.8821,925.1134,509.7176,,
labeled-data,video3,395.jpg,809.7225,533.7767,938.1926,653.8098,1050.418,703.0,850.6459,417.3121,1046.5601,382.1089,1109.9029,412.818,1103.5479,561.8838,925.114,509.7167,,
labeled-data,video3,396.jpg,809.7283,533.7709,938.196,653.8075,1050.4194,703.0,850.6428,417.3109,1046.5871,382.1249,1109.9013,412.8142,1103.5419,561.8887,925.1131,509.7171,,
labeled-data,video3,397.jpg,809.727,533.7726,938.1924,653.805,1050.4148,703.0,850.6403,417.3158,1046.613,382.1412,1109.9009,412.8176,1103.5473,561.8812,925.1101,509.7143,,
labeled-data,video3,398.jpg,809.721,533.7793,938.1945,653.8078,1050.4193,703.0,850.6453,417.3107,1046.6333,382.151,1109.9095,412.8143,1103.5409,561.8836,925.1154,509.7134,,
labeled-data,video3,399.jpg,809.7239,533.7737,938.1906,653.8054,1050.4103,703.0,850.642,417.3103,1046.6614,382.1716,1109.9064,412.8102,1103.5427,561.8875,925.1169,509.7109,,
labeled-data,video3,400.jpg,809.7243,533.7734,938.1936,653.8084,1050.4138,703.0,850.6483,417.3168,1046.6934,382.1919,1109.9071,412.8102,1103.5482,561.8831,925.1195,509.718,,
labeled-data,video3,401.jpg,809.7244,533.7785,938.1924,653.8016,1050.4106,703.0,850.6482,417.314,1046.7162,382.22,1109.9002,412.8179,1103.5431,561.8865,925.111,509.7169,,
labeled-data,video3,402.jpg,809.7262,533.7754,938.1977,653.8025,1050.4174,703.0,850.6412,417.3168,1046.7489,382.2283,1109.9055,412.811,1103.5453,561.8837,925.116,509.7146,,
labeled-data,video3,403.jpg,809.7297,533.7772,938.1955,653.809,1050.4118,703.0,850.6431,417.3137,1046.766,382.2403,1109.9074,412.815,1103.5413,561.8887,925.1137,509.7116,,
labeled-data,video3,404.jpg,809.7219,533.7715,938.1915,653.808,1050.4155,703.0,850.6482,417.3175,1046.7933,382.2687,1109.9097,412.8126,1103.5465,561.8869,925.1145,509.7186,,
labeled-data,video3,405.jpg,809.7289,533.7777,938.19,653.8097,1050.4191,703.0,850.6477,417.3154,1046.8229,382.2747,1109.9077,412.8155,1103.5447,561.8874,925.1161,509.7188,,
labeled-data,video3,406.jpg,809.7236,533.7751,938.1995,653.8068,1050.4156,703.0,850.6416,417.3113,1046.8439,382.2909,1109.907,412.8198,1103.5409,561.8878,925.1189,509.7173,,
labeled-data,video3,407.jpg,809.7207,533.7718,938.1937,653.8092,1050.4143,703.0,850.6417,417.3187,1046.8701,382.3111,1109.9015,412.8159,1103.5448,561.8861,925.1197,509.7192,,
labeled-data,video3,408.jpg,809.7201,533.7796,938.1952,653.8083,1050.4135,703.0,850.6432,417.3129,1046.8953,382.3366,1109.907,412.8144,1103.5431,561.8882,925.1145,509.7103,,
labeled-data,video3,409.jpg,809.7206,533.7715,938.1945,653.8015,1050.4116,703.0,850.6492,417.3124,1046.9224,382.3469,1109.909,412.8196,1103.55,561.8807,925.1117,509.719,,
labeled-data,video3,410.jpg,809.7206,533.7792,938.1971,653.8077,1050.4155,703.0,850.6492,417.3114,1046.9518,382.3676,1109.9009,412.8189,1103.5413,561.8851,925.1173,509.7167,,
labeled-data,video3,411.jpg,809.7269,533.7728,938.1915,653.8061,1050.4181,703.0,850.641,417.3119,1046.9792,382.3856,1109.9057,412.8104,1103.5486,561.884,925.1194,509.7168,,
labeled-data,video3,412.jpg,809.7262,533.7797,938.1987,653.8067,1050.4102,703.0,850.6492,417.3199,1047.0,382.409,1109.91,412.8137,1103.5408,561.8854,925.1161,509.713,,
labeled-data,video3,413.jpg,809.7295,533.7775,938.1912,653.8017,1050.4192,703.0,850.6414,417.3146,1047.0216,382.4158,1109.9014,412.8159,1103.5403,561.8836,925.1132,509.7165,,
labeled-data,video3,414.jpg,809.7279,533.7744,938.1978,653.802,1050.4102,703.0,850.6485,417.3126,1047.0534,382.4352,1109.9063,412.8155,1103.55,561.8802,925.1149,509.72,,
labeled-data,video3,415.jpg,809.7266,533.7792,938.1921,653.8011,1050.4117,703.0,850.6436,417.32,1047.0887,382.4578,1109.9017,412.8121,1103.5496,561.8816,925.1115,509.714,,
labeled-data,video3,416.jpg,809.7286,533.7714,938.194,653.8092,1050.4117,703.0,850.6497,417.3161,1047.1031,382.4762,1109.9064,412.8124,1103.5458,561.8824,925.1105,509.7192,,
labeled-data,video3,417.jpg,809.721,533.7726,938.1987,653.8078,1050.4166,703.0,850.6479,417.3104,1047.1342,382.4891,1109.9042,412.8189,1103.5432,561.8846,925.1135,509.7186,,
labeled-data,video3,418.jpg,809.7247,533.7707,938.1979,653.8009,1050.4181,703.0,850.6435,417.3146,1047.1561,382.5002,1109.9096,412.8148,1103.5499,561.8802,925.1149,509.7178,,
labeled-data,video3,419.jpg,814.0651,532.5656,935.779,650.8941,1050.9215,688.1699,849.9218,411.6398,1048.9512,379.0604,1114.7355,413.9065,1101.143,559.5065,928.8211,513.4963,830.9044,490.2336
labeled-data,video3,420.jpg,809.7287,533.7781,938.2,653.8063,1050.4121,703.0,850.6447,417.3162,1047.1865,382.5218,1109.91,412.814,1103.5403,561.8877,925.1102,509.7138,,
labeled-data,video3,421.jpg,809.722,533.78,938.1969,653.8024,1050.4105,703.0,850.6449,417.3142,1047.1864,382.5229,1109.9074,412.8167,1103.543,561.8846,925.1104,509.7131,,
labeled-data,video3,422.jpg,813.8702,536.2588,935.5835,654.5982,1050.7284,691.8578,849.7252,415.3277,1048.7686,382.7563,1114.5405,417.5901,1100.9561,563.1954,928.6219,517.1944,830.7191,493.9247
labeled-data,video3,423.jpg,809.7202,533.7774,938.1957,653.8013,1050.4165,703.0,850.6434,417.3155,1047.1855,382.5231,1109.9096,412.8168,1103.5479,561.8863,928.2925,509.7115,,
labeled-data,video3,424.jpg,809.7208,533.7798,938.1952,653.8053,1050.4149,703.0,850.6469,417.3175,1047.1853,382.5271,1109.9087,412.8135,1103.5476,561.8898,929.0925,510.5148,,
labeled-data,video3,425.jpg,809.7262,533.7761,938.1929,653.8088,1050.4176,703.0,850.6453,417.3132,1047.1826,382.5297,1109.9004,412.8109,1103.5467,561.88,929.0938,510.5106,,
labeled-data,video3,426.jpg,809.8924,533.8611,939.5647,653.7928,1049.9371,689.4603,845.741,412.9378,1044.7888,380.3632,1110.5536,415.2109,1096.972,560.8121,924.65,514.8072,826.7336,491.5359
labeled-data,video3,427.jpg,809.7256,533.773,938.1933,653.8051,1050.4122,703.0,850.6478,417.3113,1047.186,382.5278,1109.9066,412.8115,1103.5487,561.8881,929.0996,510.5133,,
labeled-data,video3,428.jpg,809.7263,533.7784,938.1918,653.8072,1050.4142,703.0,850.6443,417.3176,1047.1803,382.5264,1109.9016,412.8165,1103.5435,561.886,929.0942,510.5163,,
labeled-data,video3,429.jpg,809.7257,533.7779,938.1954,653.8063,1050.4176,703.0,850.6477,417.311,1047.1809,382.526,1109.9071,412.8157,1103.5489,561.8846,929.0928,510.5174,,
labeled-data,video3,430.jpg,812.2824,533.0777,933.9929,651.4017,1049.1327,688.6609,848.1324,412.1486,1047.1725,379.5661,1112.9566,414.4144,1099.3644,560.0109,927.0308,514.0,829.1255,490.7452
labeled-data,video3,431.jpg,809.7222,533.7764,938.1983,653.8027,1050.4162,703.0,850.6458,417.319,1047.185,382.526,1109.9032,412.8122,1103.5455,561.8861,929.0982,510.5116,,
labeled-data,video3,432.jpg,809.7297,533.7757,938.1904,653.8003,1050.412,703.0,850.6457,417.3134,1047.189,382.5271,1109.9099,412.8109,1103.5415,561.8826,929.0982,510.5144,,
labeled-data,video3,433.jpg,809.7247,533.7722,938.1957,653.8022,1050.4172,703.0,850.6432,417.3151,1047.181,382.5202,1109.9023,412.819,1103.5492,561.8807,929.0941,510.5133,,
labeled-data,video3,434.jpg,812.2766,532.2763,940.3612,656.1893,1046.7451,688.6619,847.3305,419.3076,1041.5967,380.3617,1107.3717,415.2113,1100.9543,557.6259,927.8327,513.2098,813.9849,484.3619
labeled-data,video3,435.jpg,809.73,533.7717,938.1974,653.8051,1050.4122,703.0,850.6468,417.3126,1047.1869,382.5213,1109.9004,412.8141,1103.549,561.8836,929.0903,510.5131,,
labeled-data,video3,436.jpg,809.7284,533.7785,938.1942,653.8055,1050.417,703.0,850.6445,417.3158,1047.1883,382.5249,1109.9019,412.8105,1103.5496,561.8849,929.096,510.5159,,
labeled-data,video3,437.jpg,813.8728,531.4729,938.7709,648.2248,1051.5297,688.6673,848.1345,414.5389,1047.1724,381.956,1112.9502,416.803,1099.3612,562.4044,931.0157,512.4107,829.1233,493.137
labeled-data,video3,438.jpg,809.7244,533.7775,938.1972,653.803,1050.411,703.0,850.6431,417.3163,1047.1853,382.5269,1109.9054,412.8169,1103.5424,561.8881,929.0909,510.5126,,
labeled-data,video3,439.jpg,809.7274,533.7747,938.1933,653.81,1050.4187,703.0,850.649,417.3156,1047.1804,382.5291,1109.9025,412.8156,1103.5491,561.8801,929.092,510.5144,,
labeled-data,video3,440.jpg,809.72,533.7702,938.1984,653.8045,1050.4117,703.0,850.6409,417.3166,1047.1823,382.5215,1109.9091,412.814,1103.5418,561.8867,929.0937,510.5145,,
labeled-data,video3,441.jpg,816.2698,532.2765,935.5842,653.7978,1049.1377,691.0586,849.7269,414.5366,1048.7641,381.9547,1114.5442,416.8037,1102.5486,561.6065,928.6233,516.3935,833.1089,495.5283
labeled-data,video3,442.jpg,813.7075,530.5855,938.1921,653.804,1049.6129,687.8779,862.5976,430.0579,1047.1844,382.5295,1109.1142,417.5979,1103.542,561.8889,929.0941,510.5136,,
